id,po_number,buyer_id,supplier_id,amount,quantity,description,po_date,expected_delivery_date,status
1757,PO-202505-001757,71,133,554252.88,336,Switchable 24/7 parallelism,2025-05-21,2025-07-06,confirmed
1758,PO-202506-001758,71,133,455716.32,287,Re-engineered dedicated firmware,2025-06-19,2025-07-20,delivered
1759,PO-202601-001759,71,133,664276.86,908,Re-engineered neutral service-desk,2026-01-16,2026-04-03,confirmed
1760,PO-202502-001760,71,133,515922.65,804,Future-proofed asynchronous hardware,2025-02-26,2025-05-12,delivered
1761,PO-202509-001761,71,133,108293.37,521,Profound zero tolerance model,2025-09-03,2025-11-06,delivered
1762,PO-202507-001762,71,133,298681.07,532,De-engineered 24/7 projection,2025-07-19,2025-10-01,confirmed
1763,PO-202507-001763,71,133,266409.84,383,Quality-focused bifurcated paradigm,2025-07-09,2025-09-29,confirmed
1764,PO-202510-001764,71,133,508754.54,507,Vision-oriented intangible artificial intelligence,2025-10-06,2025-12-20,confirmed
1765,PO-202601-001765,71,133,426011.45,654,Re-contextualized real-time task-force,2026-01-06,2026-04-05,confirmed
1766,PO-202504-001766,71,133,195875.25,917,Adaptive mission-critical architecture,2025-04-27,2025-06-06,confirmed
1767,PO-202508-001767,71,133,599531.26,406,Cross-platform user-facing toolset,2025-08-07,2025-09-18,confirmed
1768,PO-202505-001768,71,133,329914.68,387,Quality-focused reciprocal encoding,2025-05-07,2025-08-03,confirmed
1769,PO-202511-001769,71,133,644040.55,384,Ergonomic intangible standardization,2025-11-05,2025-12-22,delivered
1770,PO-202601-001770,71,155,104959.82,87,Enterprise-wide regional capability,2026-01-23,2026-03-16,confirmed
1771,PO-202505-001771,71,155,269382.13,236,Centralized 3rdgeneration service-desk,2025-05-20,2025-08-17,confirmed
1772,PO-202508-001772,71,155,246474.64,637,Devolved asynchronous info-mediaries,2025-08-08,2025-10-05,confirmed
1773,PO-202512-001773,72,163,489362.62,419,Open-architected attitude-oriented artificial intelligence,2025-12-19,2026-02-19,confirmed
1774,PO-202503-001774,72,163,362062.02,392,Re-engineered secondary standardization,2025-03-07,2025-03-25,confirmed
1775,PO-202504-001775,72,163,467491.24,272,Multi-tiered fault-tolerant matrix,2025-04-08,2025-05-02,confirmed
1776,PO-202506-001776,72,163,856323.94,302,Public-key logistical encryption,2025-06-10,2025-08-28,delivered
1777,PO-202510-001777,72,163,556256.62,81,Enhanced neutral orchestration,2025-10-25,2025-12-14,confirmed
1778,PO-202503-001778,72,163,177186.94,74,User-centric next generation synergy,2025-03-11,2025-05-11,confirmed
1779,PO-202512-001779,72,163,555727.37,342,Balanced clear-thinking standardization,2025-12-08,2026-01-17,confirmed
1780,PO-202508-001780,72,163,305404.22,764,Adaptive bifurcated initiative,2025-08-18,2025-10-07,confirmed
1781,PO-202505-001781,72,163,690711.82,142,Compatible attitude-oriented superstructure,2025-05-08,2025-07-31,confirmed
1782,PO-202508-001782,73,99,1129618.1,289,Front-line bi-directional initiative,2025-08-21,2025-10-19,confirmed
1783,PO-202511-001783,73,99,1354902.64,842,Vision-oriented mission-critical leverage,2025-11-18,2026-02-15,confirmed
1784,PO-202502-001784,75,140,70026.38,780,Polarized system-worthy website,2025-02-28,2025-04-03,confirmed
1785,PO-202510-001785,75,140,30994.69,741,Persevering real-time initiative,2025-10-10,2025-11-20,confirmed
1786,PO-202511-001786,75,140,31557.02,602,Mandatory tangible approach,2025-11-26,2026-02-19,confirmed
1787,PO-202511-001787,75,140,76287.67,473,Monitored motivating definition,2025-11-29,2026-01-26,confirmed
1788,PO-202511-001788,75,140,38818.77,193,Organized interactive analyzer,2025-11-10,2026-01-18,confirmed
1789,PO-202503-001789,75,140,29348.02,461,Intuitive real-time matrix,2025-03-07,2025-06-01,confirmed
1790,PO-202508-001790,75,140,44458.32,592,Synergized reciprocal open architecture,2025-08-17,2025-09-17,confirmed
1791,PO-202506-001791,75,140,96497.86,10,Multi-channeled asynchronous algorithm,2025-06-27,2025-09-13,confirmed
1792,PO-202504-001792,75,140,41266.52,430,Object-based heuristic process improvement,2025-04-07,2025-06-15,confirmed
1793,PO-202512-001793,75,127,244414.54,551,Programmable bi-directional focus group,2025-12-05,2026-01-27,confirmed
1794,PO-202510-001794,75,127,191757.98,582,Fundamental multimedia solution,2025-10-16,2025-11-04,confirmed
1795,PO-202506-001795,75,127,72740.9,976,Vision-oriented 5thgeneration protocol,2025-06-29,2025-08-25,delivered
1796,PO-202503-001796,75,127,203538.22,618,Managed clear-thinking intranet,2025-03-28,2025-06-24,confirmed
1797,PO-202506-001797,75,127,299774.24,210,Automated static alliance,2025-06-09,2025-08-13,confirmed
1798,PO-202505-001798,75,127,177346.04,193,Profit-focused context-sensitive ability,2025-05-30,2025-08-13,confirmed
1799,PO-202506-001799,75,127,120854.44,986,Self-enabling logistical attitude,2025-06-15,2025-08-26,confirmed
1800,PO-202506-001800,75,127,56135.43,107,Integrated zero administration Graphical User Interface,2025-06-02,2025-08-26,confirmed
1801,PO-202509-001801,75,127,39328.71,706,Reverse-engineered grid-enabled instruction set,2025-09-16,2025-12-02,confirmed
1802,PO-202509-001802,75,127,81806.2,72,Centralized optimal matrix,2025-09-04,2025-11-07,confirmed
1803,PO-202510-001803,75,127,87080.47,299,De-engineered mission-critical adapter,2025-10-26,2026-01-16,confirmed
1804,PO-202508-001804,75,127,155417.68,378,Digitized analyzing hub,2025-08-30,2025-11-19,confirmed
1805,PO-202509-001805,75,127,77722.42,881,Ameliorated explicit neural-net,2025-09-09,2025-11-15,confirmed
1806,PO-202511-001806,75,127,73659.55,114,Seamless cohesive toolset,2025-11-03,2025-12-04,delivered
1807,PO-202507-001807,76,166,220743.46,71,Reactive modular utilization,2025-07-02,2025-09-04,confirmed
1808,PO-202510-001808,76,166,90281.92,211,Extended grid-enabled function,2025-10-01,2025-11-24,confirmed
1809,PO-202508-001809,76,166,347956.24,681,Switchable eco-centric framework,2025-08-17,2025-10-31,confirmed
1810,PO-202503-001810,76,166,267733.41,962,Right-sized high-level knowledge user,2025-03-24,2025-05-17,delivered
1811,PO-202601-001811,76,166,117638.99,734,Down-sized 3rdgeneration customer loyalty,2026-01-03,2026-03-17,confirmed
1812,PO-202510-001812,76,166,117163.27,147,Devolved discrete encryption,2025-10-06,2025-12-17,confirmed
1813,PO-202507-001813,76,166,350460.65,620,Upgradable 3rdgeneration customer loyalty,2025-07-10,2025-08-25,delivered
1814,PO-202503-001814,76,166,164801.35,583,Total encompassing matrices,2025-03-09,2025-05-25,confirmed
1815,PO-202507-001815,76,129,228669.1,755,Reduced uniform complexity,2025-07-01,2025-07-27,confirmed
1816,PO-202504-001816,76,129,252015.82,941,Horizontal eco-centric intranet,2025-04-24,2025-07-06,confirmed
1817,PO-202507-001817,76,129,269989.22,729,Progressive fresh-thinking collaboration,2025-07-10,2025-09-01,confirmed
1818,PO-202510-001818,76,129,240945.23,830,Automated zero administration synergy,2025-10-07,2025-11-13,confirmed
1819,PO-202506-001819,76,129,119865.91,922,Organic upward-trending database,2025-06-29,2025-09-07,confirmed
1820,PO-202512-001820,76,129,164961.35,675,Virtual regional projection,2025-12-29,2026-02-05,delivered
1821,PO-202509-001821,76,129,68757.82,716,User-centric asymmetric access,2025-09-24,2025-10-14,confirmed
1822,PO-202601-001822,76,129,331619.89,162,Synchronized well-modulated support,2026-01-15,2026-03-06,delivered
1823,PO-202601-001823,76,129,134091.86,939,User-centric uniform info-mediaries,2026-01-08,2026-01-31,confirmed
1824,PO-202506-001824,77,120,137547.64,781,Virtual asymmetric benchmark,2025-06-18,2025-09-11,confirmed
1825,PO-202512-001825,77,120,291327.75,79,Synergistic upward-trending benchmark,2025-12-31,2026-01-28,delivered
1826,PO-202509-001826,77,120,231089.57,334,Face-to-face static conglomeration,2025-09-21,2025-11-27,confirmed
1827,PO-202512-001827,77,120,72659.04,213,Organized demand-driven portal,2025-12-28,2026-03-17,confirmed
1828,PO-202509-001828,77,120,150947.05,75,Multi-channeled even-keeled strategy,2025-09-14,2025-11-27,confirmed
1829,PO-202506-001829,77,120,119742.85,409,Intuitive upward-trending pricing structure,2025-06-09,2025-07-18,confirmed
1830,PO-202507-001830,77,120,39202.35,257,Right-sized coherent portal,2025-07-02,2025-07-31,confirmed
1831,PO-202512-001831,77,120,115385.85,767,Sharable static approach,2025-12-31,2026-03-15,confirmed
1832,PO-202506-001832,77,120,150733.64,85,Cross-platform real-time complexity,2025-06-13,2025-09-06,confirmed
1833,PO-202510-001833,77,107,533858.57,144,Programmable interactive website,2025-10-04,2025-12-18,confirmed
1834,PO-202601-001834,77,107,479293.98,175,Extended multi-state data-warehouse,2026-01-08,2026-01-25,delivered
1835,PO-202507-001835,77,107,106470.02,302,Profit-focused well-modulated product,2025-07-15,2025-08-14,delivered
1836,PO-202510-001836,77,107,428925.18,173,Assimilated needs-based contingency,2025-10-29,2025-11-22,confirmed
1837,PO-202512-001837,77,107,396694.66,158,Reverse-engineered radical pricing structure,2025-12-28,2026-03-09,confirmed
1838,PO-202507-001838,77,107,145422.9,732,Centralized web-enabled system engine,2025-07-18,2025-08-06,delivered
1839,PO-202511-001839,77,107,164654.69,714,Decentralized upward-trending product,2025-11-22,2025-12-13,delivered
1840,PO-202503-001840,77,107,378396.28,734,Grass-roots disintermediate matrices,2025-03-26,2025-04-23,confirmed
1841,PO-202512-001841,77,107,403216.68,455,Optional regional emulation,2025-12-30,2026-01-20,delivered
1842,PO-202505-001842,77,107,58247.8,791,Digitized grid-enabled data-warehouse,2025-05-10,2025-07-12,confirmed
1843,PO-202509-001843,77,107,523193.84,384,Virtual neutral productivity,2025-09-14,2025-10-29,confirmed
1844,PO-202505-001844,77,107,101877.33,432,Reactive intangible focus group,2025-05-07,2025-05-25,confirmed
1845,PO-202512-001845,77,107,225505.2,197,Cloned hybrid core,2025-12-22,2026-01-14,confirmed
1846,PO-202508-001846,79,157,185417.11,851,Robust value-added paradigm,2025-08-17,2025-09-22,confirmed
1847,PO-202506-001847,79,157,31675.61,525,Phased grid-enabled encoding,2025-06-02,2025-06-30,confirmed
1848,PO-202601-001848,79,157,88578.29,642,Proactive client-driven matrices,2026-01-07,2026-02-15,delivered
1849,PO-202508-001849,79,90,534360.32,405,Balanced stable migration,2025-08-01,2025-10-09,confirmed
1850,PO-202507-001850,79,90,175584.75,109,Persevering mobile extranet,2025-07-24,2025-09-22,confirmed
1851,PO-202508-001851,79,90,145536.87,412,Exclusive explicit synergy,2025-08-16,2025-10-10,confirmed
1852,PO-202512-001852,79,90,255719.76,470,Exclusive 24hour standardization,2025-12-08,2026-01-20,confirmed
1853,PO-202504-001853,79,90,393100.12,286,Up-sized real-time circuit,2025-04-07,2025-06-08,confirmed
1854,PO-202507-001854,80,138,832545.59,421,Multi-channeled full-range moratorium,2025-07-30,2025-09-21,delivered
1855,PO-202505-001855,80,138,510174.19,105,Future-proofed local middleware,2025-05-28,2025-08-19,delivered
1856,PO-202504-001856,80,138,236062.01,983,User-centric multimedia solution,2025-04-21,2025-05-18,delivered
1857,PO-202601-001857,81,107,580636.6,714,Centralized background knowledgebase,2026-01-15,2026-03-20,confirmed
1858,PO-202504-001858,81,107,235521.46,651,Future-proofed tertiary paradigm,2025-04-21,2025-06-15,confirmed
1859,PO-202601-001859,81,107,94932.19,19,User-centric multi-state hub,2026-01-14,2026-04-13,confirmed
1860,PO-202512-001860,81,107,262267.21,656,Operative zero-defect adapter,2025-12-28,2026-02-10,delivered
1861,PO-202506-001861,81,107,371268.55,14,Operative bi-directional instruction set,2025-06-30,2025-08-13,confirmed
1862,PO-202505-001862,81,107,386617.24,919,Re-engineered scalable array,2025-05-26,2025-06-25,confirmed
1863,PO-202509-001863,81,107,184687.0,439,Synergized system-worthy productivity,2025-09-19,2025-11-04,delivered
1864,PO-202505-001864,82,130,41388.58,384,Robust tertiary strategy,2025-05-09,2025-07-26,confirmed
1865,PO-202503-001865,82,130,75772.67,385,Down-sized well-modulated approach,2025-03-27,2025-05-07,confirmed
1866,PO-202507-001866,82,130,84496.95,743,Seamless uniform help-desk,2025-07-26,2025-10-05,confirmed
1867,PO-202503-001867,83,161,181084.98,660,Proactive uniform frame,2025-03-23,2025-04-12,delivered
1868,PO-202508-001868,83,161,420051.91,425,Diverse stable function,2025-08-13,2025-10-03,confirmed
1869,PO-202511-001869,83,161,158234.55,751,Cloned neutral artificial intelligence,2025-11-12,2026-01-08,confirmed
1870,PO-202507-001870,83,161,164393.71,553,Optional tangible hierarchy,2025-07-06,2025-07-27,confirmed
1871,PO-202508-001871,83,127,165037.23,737,Horizontal hybrid website,2025-08-26,2025-10-08,delivered
1872,PO-202503-001872,83,127,203349.22,534,Decentralized analyzing success,2025-03-16,2025-05-11,confirmed
1873,PO-202508-001873,83,127,114399.44,7,Fully-configurable encompassing benchmark,2025-08-03,2025-08-26,confirmed
1874,PO-202507-001874,83,127,37431.5,198,Distributed mobile database,2025-07-20,2025-08-10,confirmed
1875,PO-202506-001875,83,127,216901.9,129,Persevering uniform encoding,2025-06-16,2025-07-12,confirmed
1876,PO-202510-001876,83,127,145459.33,852,Fundamental 24/7 Internet solution,2025-10-14,2025-11-24,confirmed
1877,PO-202512-001877,83,127,127847.72,437,Persistent directional attitude,2025-12-09,2026-02-21,confirmed
1878,PO-202512-001878,83,127,56896.69,203,Right-sized context-sensitive application,2025-12-27,2026-02-11,confirmed
1879,PO-202503-001879,83,127,59434.21,255,Quality-focused maximized strategy,2025-03-04,2025-04-26,confirmed
1880,PO-202512-001880,83,127,142109.06,991,Digitized exuding analyzer,2025-12-28,2026-02-06,confirmed
1881,PO-202510-001881,83,127,201224.36,493,Team-oriented regional core,2025-10-02,2025-10-27,confirmed
1882,PO-202506-001882,83,127,105280.83,172,Function-based directional encoding,2025-06-20,2025-09-03,confirmed
1883,PO-202505-001883,83,127,110335.08,625,Advanced reciprocal structure,2025-05-29,2025-08-07,confirmed
1884,PO-202505-001884,83,127,192373.36,813,Automated static product,2025-05-13,2025-07-28,confirmed
1885,PO-202503-001885,84,110,52186.47,875,Enhanced heuristic contingency,2025-03-30,2025-04-24,confirmed
1886,PO-202512-001886,84,110,74836.02,157,Quality-focused eco-centric matrices,2025-12-06,2026-03-01,confirmed
1887,PO-202508-001887,84,110,39034.43,475,Seamless modular system engine,2025-08-16,2025-10-09,confirmed
1888,PO-202601-001888,84,110,41782.29,576,Vision-oriented attitude-oriented policy,2026-01-14,2026-03-31,confirmed
1889,PO-202502-001889,84,110,47080.97,733,Profound demand-driven moderator,2025-02-25,2025-05-11,confirmed
1890,PO-202508-001890,84,110,28166.83,195,Triple-buffered even-keeled throughput,2025-08-01,2025-08-16,confirmed
1891,PO-202510-001891,84,110,103070.26,748,Robust mobile system engine,2025-10-07,2025-12-08,confirmed
1892,PO-202509-001892,84,110,54637.86,426,Grass-roots modular info-mediaries,2025-09-18,2025-11-22,confirmed
1893,PO-202503-001893,84,110,52463.88,316,Optimized multi-state structure,2025-03-27,2025-06-25,confirmed
1894,PO-202506-001894,84,110,55086.3,40,Integrated fault-tolerant website,2025-06-16,2025-07-16,confirmed
1895,PO-202504-001895,84,110,110537.44,167,Networked context-sensitive intranet,2025-04-30,2025-06-08,confirmed
1896,PO-202504-001896,84,110,113182.87,790,Cross-platform heuristic budgetary management,2025-04-30,2025-06-28,delivered
1897,PO-202506-001897,84,110,86909.17,651,Realigned local initiative,2025-06-29,2025-08-30,confirmed
1898,PO-202506-001898,84,110,80740.2,949,Secured fresh-thinking knowledgebase,2025-06-01,2025-08-09,confirmed
1899,PO-202505-001899,84,156,461948.53,944,Universal grid-enabled moderator,2025-05-09,2025-07-09,confirmed
1900,PO-202504-001900,84,156,634341.46,661,Devolved cohesive customer loyalty,2025-04-27,2025-05-30,confirmed
1901,PO-202503-001901,84,156,562138.42,967,Balanced explicit superstructure,2025-03-01,2025-04-03,confirmed
1902,PO-202503-001902,84,156,281267.33,593,Robust attitude-oriented encoding,2025-03-18,2025-04-22,confirmed
1903,PO-202511-001903,84,156,178744.24,95,Inverse foreground instruction set,2025-11-17,2026-01-20,confirmed
1904,PO-202508-001904,84,169,18613.27,923,Multi-layered hybrid standardization,2025-08-28,2025-09-22,delivered
1905,PO-202511-001905,84,169,27256.62,898,Adaptive object-oriented instruction set,2025-11-25,2026-02-02,confirmed
1906,PO-202508-001906,84,169,25115.74,259,Cross-group homogeneous extranet,2025-08-24,2025-10-16,delivered
1907,PO-202511-001907,84,169,28797.8,675,Seamless bandwidth-monitored solution,2025-11-18,2026-01-20,delivered
1908,PO-202505-001908,84,169,11187.37,422,Operative discrete challenge,2025-05-16,2025-06-11,confirmed
1909,PO-202510-001909,84,169,19948.52,796,Triple-buffered scalable model,2025-10-25,2025-12-23,confirmed
1910,PO-202506-001910,84,169,10147.42,215,Persistent attitude-oriented website,2025-06-21,2025-08-25,confirmed
1911,PO-202504-001911,84,169,3137.43,173,Business-focused multimedia Graphic Interface,2025-04-26,2025-07-12,confirmed
1912,PO-202507-001912,84,169,5551.95,793,Extended neutral solution,2025-07-04,2025-09-10,delivered
1913,PO-202510-001913,84,169,14093.42,296,Extended scalable instruction set,2025-10-31,2026-01-09,confirmed
1914,PO-202601-001914,84,169,7674.98,191,Universal background knowledgebase,2026-01-17,2026-02-18,confirmed
1915,PO-202512-001915,84,169,15952.12,515,Right-sized full-range service-desk,2025-12-09,2026-01-07,confirmed
